,0,original,paredao
3929,@ZAMENZA O papo de tirar quem e planta so funciona se nao e a planta de estimacao de vcs. #ForaScooby #BBB22 #ForaDisney,@ZAMENZA O papo de tirar quem e planta so funciona se nao e a planta de estimacao de vcs. #ForaScooby #BBB22 #ForaDisney,#forascooby
3930,"@bbb #ForaViny porque os outros pelo menos, entregam entretenimento","@bbb #ForaViny porque os outros pelo menos, entregam entretenimento",#foravyni
3931,"Galera questionando que DG votou na Lina, que Arthur votou na Lais... esses nao assistem BBB ou estao na Disney... Ignorem e votem #ForaVyni","Galera questionando que DG votou na Lina, que Arthur votou na Lais... esses nao assistem BBB ou estao na Disney... Ignorem e votem #ForaVyni",#foravyni
3932,RT @momsendie: nem to vendo mais bbb mas vamos de #ForaViny ne?,RT @momsendie: nem to vendo mais bbb mas vamos de #ForaViny ne?,#foravyni
3933,@vyniof Tem uma historia linda aqui fora. Mas bbb nao e caridade nao... #ForaVyni,@vyniof Tem uma historia linda aqui fora. Mas bbb nao e caridade nao... #ForaVyni,#foravyni
3937,@Ciro_fcs @delucca Muita incoerencia! #ForaViny,@Ciro_fcs @delucca Muita incoerencia! #ForaViny,#foravyni
3942,Essa paredao e #ForaViny ne,Essa paredao e #ForaViny ne,#foravyni
3944,RT @IhTuittei: Nao achem que esta ganho. A torcida do lollipop e das comadres entao votando para tirar Scooby. Foquem #FicaScooby #ForaViny,RT @IhTuittei: Nao achem que esta ganho. A torcida do lollipop e das comadres entao votando para tirar Scooby. Foquem #FicaScooby #ForaViny,#foravyni
3946,"Bom dia Brasil
#ForaVyni https://t.co/kU6x6c267S","Bom dia Brasil
#ForaVyni https://t.co/kU6x6c267S",#foravyni
3947,#ForaViny #BBBB22 Vini saindo da casa do #BBB2 terca feira depois da votacao https://t.co/dbTbce4h6u,#ForaViny #BBBB22 Vini saindo da casa do #BBB2 terca feira depois da votacao https://t.co/dbTbce4h6u,#foravyni
3950,Linaaaaaaa!!! Gente que tanta proximidade esse povo arruma com Eslo e viny ??? Pela misericordia!!! #BBB22 #ForaViny https://t.co/Agbh5volmt,Linaaaaaaa!!! Gente que tanta proximidade esse povo arruma com Eslo e viny ??? Pela misericordia!!! #BBB22 #ForaViny https://t.co/Agbh5volmt,#foravyni
3952,"RT @PortalLagusta: Teremos mutiroes aqui em instantes. Somos #FicaGustavo #ForaViny e contamos com o apoio de voces. 

#BBB22 | Lagusta | L...","RT @PortalLagusta: Teremos mutiroes aqui em instantes. Somos #FicaGustavo #ForaViny e contamos com o apoio de voces. 

#BBB22 | Lagusta | L...",#foravyni
3957,"O cara nao vota na Lais, no vyni e na eslo mas o gustavo que ta pro lado de la KKKKKKKK #ForaScooby #bbb22 https://t.co/K2lEeu90l6","O cara nao vota na Lais, no vyni e na eslo mas o gustavo que ta pro lado de la KKKKKKKK #ForaScooby #bbb22 https://t.co/K2lEeu90l6",#forascooby
3959,"@labelledejourx Arrogancia purinha, e ainda tem uma torcida gigante! Por mim, depois de ontem, seria #ForaScooby","@labelledejourx Arrogancia purinha, e ainda tem uma torcida gigante! Por mim, depois de ontem, seria #ForaScooby",#forascooby
3961,@NaRededoBBB Manda a real na cara fogooooo no parquinhoooooo kkkk #ForaViny #FicaScooby,@NaRededoBBB Manda a real na cara fogooooo no parquinhoooooo kkkk #ForaViny #FicaScooby,#foravyni
3962,"bom diaaaaa 
e #ForaGustavo","bom diaaaaa 
e #ForaGustavo",#foragustavo
3967,"E eu que dormi mega cedo e so agora pude pegar no celular pq corri pro @globoplay pra ver a edicao do #bbb de ontem. DG como cu virado pra Lua, pq o idiota num votou com a galera pra se livrar, mas caiu no bate volta e se livrou e levou um carro!

#RedeBBB #BBB22 #ForaViny","E eu que dormi mega cedo e so agora pude pegar no celular pq corri pro @globoplay pra ver a edicao do #bbb de ontem. DG como cu virado pra Lua, pq o idiota num votou com a galera pra se livrar, mas caiu no bate volta e se livrou e levou um carro!

#RedeBBB #BBB22 #ForaViny",#foravyni
3968,"@brunnagoncalves E um jogo de comprometimento, ele e planta! #foraviny","@brunnagoncalves E um jogo de comprometimento, ele e planta! #foraviny",#foravyni
3970,@LucasBissoli_ Vamos de #foralucas e #ForaViny . Barao da vergonhinha heheheh,@LucasBissoli_ Vamos de #foralucas e #ForaViny . Barao da vergonhinha heheheh,#foravyni
3972,"Fas do Arthur vms fechar o acordo temos k nos decidir entre Viny e Gustavo.
Vms tirar o Gustavo pq assim nos acabamos com a protecao da Lays Depois agente tira o Viny.
O Gustavo estando dentro do jogo ele vai fazer de tudo pra proteger a Lays 
.
E ai vms de #ForaGustavo","Fas do Arthur vms fechar o acordo temos k nos decidir entre Viny e Gustavo.
Vms tirar o Gustavo pq assim nos acabamos com a protecao da Lays Depois agente tira o Viny.
O Gustavo estando dentro do jogo ele vai fazer de tudo pra proteger a Lays 
.
E ai vms de #ForaGustavo",#foragustavo
3973,@Adrimalm @Lazulizampronio @HugoGloss @vyniof Concordo !!! #ForaVyni,@Adrimalm @Lazulizampronio @HugoGloss @vyniof Concordo !!! #ForaVyni,#foravyni
3977,Bom dia #ForaVyni,Bom dia #ForaVyni,#foravyni
3978,Bom dia e #ForaViny vem ser forcado aqui fora,Bom dia e #ForaViny vem ser forcado aqui fora,#foravyni
3981,"@CentralReaIity Vyni ficou todo tempo de gracinha, fazendo dancinha, achando q tava arrasando,  nao prestou atencao nenhuma no bate volta, bem feito vai vazar bonito #ForaVyni","@CentralReaIity Vyni ficou todo tempo de gracinha, fazendo dancinha, achando q tava arrasando,  nao prestou atencao nenhuma no bate volta, bem feito vai vazar bonito #ForaVyni",#foravyni
3984,"Bom dya 
Somos #ForaViny ne?","Bom dya 
Somos #ForaViny ne?",#foravyni
3985,"@Lazulizampronio @HugoGloss @vyniof Ele quer ficar e nao faz nada pra isso acontecer ,o cara e invisivel no jogo e sombra do Eli #ForaVyni","@Lazulizampronio @HugoGloss @vyniof Ele quer ficar e nao faz nada pra isso acontecer ,o cara e invisivel no jogo e sombra do Eli #ForaVyni",#foravyni
3988,Bom dia !!!!! #ForaViny ,Bom dia !!!!! #ForaViny ,#foravyni
3990,"So agora vendo uns videos do bbb.
Arthur insuportavel e #ForaViny","So agora vendo uns videos do bbb.
Arthur insuportavel e #ForaViny",#foravyni
3991,Eu realmente queria #ForaGustavo mas para o bem do G4 no momento sou #ForaVyni https://t.co/814shfjZyg,Eu realmente queria #ForaGustavo mas para o bem do G4 no momento sou #ForaVyni https://t.co/814shfjZyg,#foravyni
3992,"Ja saquei que quem quer tirar scooby e a torcida das comadres. Nao, amores, nao vou. #ForaViny","Ja saquei que quem quer tirar scooby e a torcida das comadres. Nao, amores, nao vou. #ForaViny",#foravyni
3994,"Bom dia, ja votaram #ForaVyni hoje?","Bom dia, ja votaram #ForaVyni hoje?",#foravyni
3999,GENTE!!! #ForaVyni https://t.co/SnTinsu8Ns,GENTE!!! #ForaVyni https://t.co/SnTinsu8Ns,#foravyni
4001,"Mentira que o povo ta contra o Lucas ne, o proprio Scooby falou que nao ia tentar ser lider, que nao queria lider, que nao queria anjo, que nao queria votar em ninguem nem se salvar do paredao caso ele fosse. Lucas ta certissimo, Scooby ta fazendo o que no BBB?? #ForaScooby","Mentira que o povo ta contra o Lucas ne, o proprio Scooby falou que nao ia tentar ser lider, que nao queria lider, que nao queria anjo, que nao queria votar em ninguem nem se salvar do paredao caso ele fosse. Lucas ta certissimo, Scooby ta fazendo o que no BBB?? #ForaScooby",#forascooby
4003,"Nao se preocupem com Gustavo ficando agora, quanto mais alto ele subir, maior sera a queda. #BBB22 #ForaVyni https://t.co/N0kDej7Ulc","Nao se preocupem com Gustavo ficando agora, quanto mais alto ele subir, maior sera a queda. #BBB22 #ForaVyni https://t.co/N0kDej7Ulc",#foravyni
4004,"RT @soninhabaracho: @CentralReaIity Sao mimados pr nos,  resto que reze pra nao cair no paredao com um deles, tu vai ver terca feira outra...","RT @soninhabaracho: @CentralReaIity Sao mimados pr nos,  resto que reze pra nao cair no paredao com um deles, tu vai ver terca feira outra...",
4005,RT @raissafilizola: Bom dia! #ForaVyni https://t.co/Rpe62yFxH1,RT @raissafilizola: Bom dia! #ForaVyni https://t.co/Rpe62yFxH1,#foravyni
4009,"@bbb Nem por jogo e nem por carisma... Voce teve a chance da sua vida e infelizmente, nao soube aproveitar #ForaViny","@bbb Nem por jogo e nem por carisma... Voce teve a chance da sua vida e infelizmente, nao soube aproveitar #ForaViny",#foravyni
4013,Bom dia so pra quem ta votando #ForaVyni,Bom dia so pra quem ta votando #ForaVyni,#foravyni
4014,"gente se o Scooby sair pro vyni eles nunca mais vao colocar esse chato no paredao pq vao ter certeza que ele e o Gil do Vigor 2.0, a chance de tirar e agora #BBB22 #FicaScooby #ForaVyni","gente se o Scooby sair pro vyni eles nunca mais vao colocar esse chato no paredao pq vao ter certeza que ele e o Gil do Vigor 2.0, a chance de tirar e agora #BBB22 #FicaScooby #ForaVyni",#foravyni
4015,"@verinhabuzios @lluca_cs @vyniof @Splash_UOL @UOL Eli bebado... O vyni na maldade alizando o mamilo do Eli.
Isso e assedio. Ja deveria ter sido expulso por isso.
#bbb22
#ForaVyni 
#ForaViny https://t.co/G7Yg3qaLI0","@verinhabuzios @lluca_cs @vyniof @Splash_UOL @UOL Eli bebado... O vyni na maldade alizando o mamilo do Eli.
Isso e assedio. Ja deveria ter sido expulso por isso.
#bbb22
#ForaVyni 
#ForaViny https://t.co/G7Yg3qaLI0",#foravyni
4016,Aparentemente so eu e @chicobarney somos #ForaScooby,Aparentemente so eu e @chicobarney somos #ForaScooby,#forascooby
4017,"@HugoGloss #ForaVyni  com forca !!! Bora votar meu povo ,pra tirar o "" menininho de oculos"" ","@HugoGloss #ForaVyni  com forca !!! Bora votar meu povo ,pra tirar o "" menininho de oculos"" ",#foravyni
4021,"@RealitysVip Isso, Scooby no decorrer da semana falou que quer sair, 2 meses ja estava bom.
Faz o que o cara quer, ele pediu!
Mesmo que eu despedisse voto sou #ForaScooby .","@RealitysVip Isso, Scooby no decorrer da semana falou que quer sair, 2 meses ja estava bom.
Faz o que o cara quer, ele pediu!
Mesmo que eu despedisse voto sou #ForaScooby .",#forascooby
4023,Eu tiraria o Gustavo #ForaGustavo,Eu tiraria o Gustavo #ForaGustavo,#foragustavo
4025,Bom dia! #ForaVyni https://t.co/Rpe62yFxH1,Bom dia! #ForaVyni https://t.co/Rpe62yFxH1,#foravyni
4027,o que vai ser do Eliezer quando perder a empregada? #bbb22 #ForaViny https://t.co/ncAUawbuEl,o que vai ser do Eliezer quando perder a empregada? #bbb22 #ForaViny https://t.co/ncAUawbuEl,#foravyni
4028,@thiwitter Good vibes so com quem ele considera gente #ForaScooby,@thiwitter Good vibes so com quem ele considera gente #ForaScooby,#forascooby
4031,"Ontem dormi tao cedo que nao vi nada sobre o BBB, ma sei que e #ForaVyni","Ontem dormi tao cedo que nao vi nada sobre o BBB, ma sei que e #ForaVyni",#foravyni
4032,"@UOLtvefamosos Que luz rapaz?? A pessoa q se ""esconde"" atras do Eli e q ate ajudou a depilad o c* dele, nao tem luz nenhuma 
#FORAVYNI #BBB22","@UOLtvefamosos Que luz rapaz?? A pessoa q se ""esconde"" atras do Eli e q ate ajudou a depilad o c* dele, nao tem luz nenhuma 
#FORAVYNI #BBB22",#foravyni
4035,"Eu tambem acho Viny insuportavel, mas nao acredito que vcs vao deixar ele sair pra PEDRO SCOOBY.
Sinceramente. Pedro Scooby, sabe?
#ForaScooby https://t.co/GhCrD5kQRu","Eu tambem acho Viny insuportavel, mas nao acredito que vcs vao deixar ele sair pra PEDRO SCOOBY.
Sinceramente. Pedro Scooby, sabe?
#ForaScooby https://t.co/GhCrD5kQRu",#forascooby
4037,"Sinceramente esse BBB ja deixou de ser por merecimento.
E so por quem joga e entretem.

Sendo assim, #ForaViny pelo amor de deus. https://t.co/syEpvjCHyR","Sinceramente esse BBB ja deixou de ser por merecimento.
E so por quem joga e entretem.

Sendo assim, #ForaViny pelo amor de deus. https://t.co/syEpvjCHyR",#foravyni
4040,Estao votando? #ForaViny,Estao votando? #ForaViny,#foravyni
4043,"E sobre isso!! 
Mas...Scooby sai depois.
#ForaViny https://t.co/iCP865ouHU","E sobre isso!! 
Mas...Scooby sai depois.
#ForaViny https://t.co/iCP865ouHU",#foravyni
4044,"@babi #ForaVyni pq eu nao aguento mais sentir vergonha alheia dele com o Eliezer mano, tchau vyni, vem ver a vergonha que vc passou aqui fora","@babi #ForaVyni pq eu nao aguento mais sentir vergonha alheia dele com o Eliezer mano, tchau vyni, vem ver a vergonha que vc passou aqui fora",#foravyni
4045,@brunnagoncalves Tbm acho -- por mais Que ele seja sem graca -- ele merece ficar #ForaGUstavo,@brunnagoncalves Tbm acho -- por mais Que ele seja sem graca -- ele merece ficar #ForaGUstavo,#foragustavo
4050,"RT @BruDiMaio: Pronto, ta cheio de baba ovo do Scooby aparecendo aqui agora. Engasguem na baba, mores. Por mim e #ForaScooby. Nao valoriza...","RT @BruDiMaio: Pronto, ta cheio de baba ovo do Scooby aparecendo aqui agora. Engasguem na baba, mores. Por mim e #ForaScooby. Nao valoriza...",#forascooby
4051,#ForaScooby o cara faz nem questao de ta no programa entao que se foda bom dia a todos,#ForaScooby o cara faz nem questao de ta no programa entao que se foda bom dia a todos,#forascooby
4052,"Vamos livrar voce disso Viny, #ForaViny #bbb22 https://t.co/nvroK7jsOK","Vamos livrar voce disso Viny, #ForaViny #bbb22 https://t.co/nvroK7jsOK",#foravyni
4053,"@bbb No momento #ForaViny e por enquanto #FicaScooby ... o @PedroScooby ta mais no jogo, se joga sim, mostra garra e tem mais atitude do que o Vyni, e o scoob nos faz RIR do nada.  O cara e engracado so de ficar parado kkkkk.
#RedeBBB #BBB22 Ele e engracado","@bbb No momento #ForaViny e por enquanto #FicaScooby ... o @PedroScooby ta mais no jogo, se joga sim, mostra garra e tem mais atitude do que o Vyni, e o scoob nos faz RIR do nada.  O cara e engracado so de ficar parado kkkkk.
#RedeBBB #BBB22 Ele e engracado",#foravyni
4054,@PaolaDeboche Bom dia Paola #ForaVyni https://t.co/ChLirzrEFT,@PaolaDeboche Bom dia Paola #ForaVyni https://t.co/ChLirzrEFT,#foravyni
4056,Bom dia e #ForaViny  pra nao perde o costume ,Bom dia e #ForaViny  pra nao perde o costume ,#foravyni
4058,Sem condicoes de passar pano pra playboy #ForaScooby https://t.co/epsVP8PXdD,Sem condicoes de passar pano pra playboy #ForaScooby https://t.co/epsVP8PXdD,#forascooby
4060,"acordei com Vyni no paredao UHUUUUUUUL E SOBRE ISSO, participante sem enredo, sem carisma, sem educacao com o Tadeu, forcado e sem graca, vem pra ca vyni #ForaVyni","acordei com Vyni no paredao UHUUUUUUUL E SOBRE ISSO, participante sem enredo, sem carisma, sem educacao com o Tadeu, forcado e sem graca, vem pra ca vyni #ForaVyni",#foravyni
4061,"O Lillipop, merece sim sair todinho.. Mas o Vyni, apesar d engracadao, n merece sair antes do Scooby!! 
#ForaScooby
#BBB22","O Lillipop, merece sim sair todinho.. Mas o Vyni, apesar d engracadao, n merece sair antes do Scooby!! 
#ForaScooby
#BBB22",#forascooby
4063,"Ninguem aguenta mais o Vyni, nem eu, doi fisicamente ver a gay se humilhando daquele jeito, mas o tanto que essa machaiada SURTA quando falam um A pra eles me faz ser #ForaScooby Ele vai sair? Nao, mas deveria. https://t.co/agZg6o5ejf","Ninguem aguenta mais o Vyni, nem eu, doi fisicamente ver a gay se humilhando daquele jeito, mas o tanto que essa machaiada SURTA quando falam um A pra eles me faz ser #ForaScooby Ele vai sair? Nao, mas deveria. https://t.co/agZg6o5ejf",#forascooby
4064,e eles #BBB22 #ForaVyni https://t.co/B5OgWhU5hv,e eles #BBB22 #ForaVyni https://t.co/B5OgWhU5hv,#foravyni
4068,"@menezes_nanda E muito sem graceiro.
Sem Nocao!
Chacota!
Gringe!
#ForaViny","@menezes_nanda E muito sem graceiro.
Sem Nocao!
Chacota!
Gringe!
#ForaViny",#foravyni
4071,"@bignfodebrasil @vaidesmaiar Nao importa se o Scooby so quer a experiencia.
O publico quer entretenimento! 
E isso Scooby entrega e ponto.
Ja Viny quer ficar no BBB pq ""cuida de gente beba, pega preservativo pro povo e lava roupa""
Viny nao entregou nenhum entretenimento, o povo so tem pena msm. #ForaViny","@bignfodebrasil @vaidesmaiar Nao importa se o Scooby so quer a experiencia.
O publico quer entretenimento! 
E isso Scooby entrega e ponto.
Ja Viny quer ficar no BBB pq ""cuida de gente beba, pega preservativo pro povo e lava roupa""
Viny nao entregou nenhum entretenimento, o povo so tem pena msm. #ForaViny",#foravyni
4072,RT @T_poloni: E vamos de #FORAVYNI,RT @T_poloni: E vamos de #FORAVYNI,#foravyni
4074,"#BBB22
#ForaViny 

Verdades Nao Secretas. https://t.co/1EDTODLJft","#BBB22
#ForaViny 

Verdades Nao Secretas. https://t.co/1EDTODLJft",#foravyni
4075,RT @Marcia_Campus: #BBB22 #ForaViny Moleque chato do caralho!,RT @Marcia_Campus: #BBB22 #ForaViny Moleque chato do caralho!,#foravyni
4076,Eu sou  #FORAVYNI,Eu sou  #FORAVYNI,#foravyni
4077,RT @Anasousaa_9: E LARGA VOTO #FicaScooby #ForaVyni https://t.co/bcMsQVPFJG,RT @Anasousaa_9: E LARGA VOTO #FicaScooby #ForaVyni https://t.co/bcMsQVPFJG,#foravyni
4080,"Scooby  queria sair pra curtir o carnaval, jogou voto fora, quis se vetar da prova, tudo isso pq, estar no BBB n faz diferenca economicamente falando pra ele, ja tem dinheiro e visibilidade, agora ta puto pq foi indicado com essa justificativa! #ForaViny #ForaScooby #bbb22","Scooby  queria sair pra curtir o carnaval, jogou voto fora, quis se vetar da prova, tudo isso pq, estar no BBB n faz diferenca economicamente falando pra ele, ja tem dinheiro e visibilidade, agora ta puto pq foi indicado com essa justificativa! #ForaViny #ForaScooby #bbb22",#foravyni
4081,E vamos de #ForaViny,E vamos de #ForaViny,#foravyni
4082,"Eu nem sou a favor do Scooby ganhar esse programa, mas tbm nao da pra nao querer que o viny saia agora. #ForaViny https://t.co/YdUI7A4mVx","Eu nem sou a favor do Scooby ganhar esse programa, mas tbm nao da pra nao querer que o viny saia agora. #ForaViny https://t.co/YdUI7A4mVx",#foravyni
4084,"@brunnagoncalves #forascooby mana, heterotop curitibano nao se fode nem com reza brava, e nao so no bbb, experiencia propria","@brunnagoncalves #forascooby mana, heterotop curitibano nao se fode nem com reza brava, e nao so no bbb, experiencia propria",#forascooby
4086,ja e #ForaScooby na Australia,ja e #ForaScooby na Australia,#forascooby
4090,"@brunodeluca Ah Vinicius tem q sair, ja chega de tanta piada sem graca, de tantos tropecos forcados. #foraviny","@brunodeluca Ah Vinicius tem q sair, ja chega de tanta piada sem graca, de tantos tropecos forcados. #foraviny",#foravyni
4091,"#ForaViny Nao se esforcou nenhum pouco na prova do lider, parecia que queria ir pra casa pra dormir sozinho no quarto com o Eli.","#ForaViny Nao se esforcou nenhum pouco na prova do lider, parecia que queria ir pra casa pra dormir sozinho no quarto com o Eli.",#foravyni
4095,RT @_mateusmartins_: Que nao e #ForaVyni e maluco,RT @_mateusmartins_: Que nao e #ForaVyni e maluco,#foravyni
4098,"@LucasBissoli_ VARcilou... Adm dando tiro no proprio pe.

#BBB22 #ForaViny","@LucasBissoli_ VARcilou... Adm dando tiro no proprio pe.

#BBB22 #ForaViny",#foravyni
